time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.606994,0.9174,-0.1182,0.6822,1.149
3.608471,0.9174,-0.1182,0.6822,1.149
3.635541,0.1906,0.0240,0.5502,0.583
3.646543,0.0678,-0.0093,0.3030,0.311
3.665586,0.3677,0.1470,-0.1421,0.421
3.706362,1.1194,0.4170,0.7075,1.388
3.706889,1.1194,0.4170,0.7075,1.388
3.726344,1.2873,-0.1303,0.2425,1.316
3.746541,1.1254,-0.5046,0.0346,1.234
3.766983,0.9445,-0.7344,-0.2437,1.221
3.800691,1.3742,-0.3291,-0.0469,1.414
3.813511,1.4787,-0.1577,-0.0147,1.487
3.828965,1.3546,-0.1130,-0.2065,1.375
3.848392,0.9896,0.1168,-0.2914,1.038
3.869990,1.2776,-0.1020,-0.6683,1.445
3.900799,1.9974,-0.2319,-0.4326,2.057
3.911839,1.2206,0.4378,-0.4987,1.389
3.930957,1.0893,1.0458,-0.4605,1.579
3.951729,1.3728,0.4760,-0.3708,1.500
3.972915,1.5258,-0.7588,-0.4380,1.759
4.003413,1.8084,-0.7755,-0.2357,1.982
4.012905,1.3347,-0.5291,-0.0088,1.436
4.033164,0.6403,-0.1326,0.1680,0.675
4.053470,0.3920,0.1665,-0.0459,0.428
4.075047,0.4799,-0.0078,-0.0154,0.480
4.098143,0.8903,-0.3826,0.0814,0.972
4.115288,0.9451,-0.6927,-0.1753,1.185
4.135566,0.6156,-0.5731,-0.2997,0.893
4.156395,0.0844,-0.0022,-0.2286,0.244
4.176811,0.1110,0.3901,-0.3080,0.509
4.215189,-0.1969,0.2738,-0.4756,0.583
4.227108,-0.4279,0.3107,-0.5603,0.770
4.244005,-0.7060,0.4440,-0.7475,1.120
4.260163,-0.8782,0.4847,-0.3765,1.071
4.278374,-0.9531,0.3173,-0.2080,1.026
4.313833,-1.2419,-0.2543,-0.1287,1.274
4.327072,-1.1806,-0.3183,-0.2139,1.241
4.343182,-0.9563,-0.3461,-0.3385,1.072
4.360761,-1.0584,-0.3446,-0.5011,1.221
4.381224,-1.5626,-0.0873,-0.5294,1.652
4.419467,-1.7405,0.3678,-0.2312,1.794
4.426424,-1.7204,0.4386,-0.2191,1.789
4.443345,-1.7465,0.3833,-0.1615,1.795
4.462820,-1.6367,0.1465,-0.1621,1.651
4.497209,-1.6261,0.0707,-0.2707,1.650
4.509927,-1.7941,0.1630,-0.3456,1.834
4.526258,-1.9472,0.2223,-0.4202,2.004
4.545199,-1.9474,0.1018,-0.0888,1.952
4.565305,-1.7911,0.0217,-0.0307,1.791
4.596298,-1.0124,-0.2847,-0.4466,1.143
4.611280,-0.5865,-0.3977,-0.4889,0.861
4.627662,-0.7546,-0.2590,-0.6507,1.030
4.647474,-0.9297,-0.1817,-0.6579,1.153
4.667586,-0.8984,-0.1768,-0.3086,0.966
4.698682,-0.5511,-0.1740,-0.6151,0.844
4.716780,-0.4614,0.0313,-0.7301,0.864
4.729513,-0.2890,0.5387,-0.7645,0.979
4.749987,-0.1546,0.6247,-0.6313,0.901
4.770619,-0.2713,0.3008,-0.4121,0.578
4.801878,-0.3324,-0.4703,-0.1262,0.590
4.826449,-0.3399,-0.4387,-0.2849,0.624
4.842355,-0.3065,-0.2901,-0.3787,0.567
4.859354,-0.2346,0.0942,-0.4027,0.475
4.876570,-0.2441,0.2197,-0.3773,0.500
4.893433,-0.2151,0.2392,-0.3251,0.457
4.918108,-0.1283,0.0484,-0.2350,0.272
4.941899,-0.0252,0.0291,-0.2383,0.241
4.959918,-0.1041,0.0931,-0.2176,0.259
4.976028,-0.1591,0.0524,-0.0943,0.192
5.015772,-0.1037,-0.2037,-0.0512,0.234
5.037405,0.0401,0.1602,-0.1040,0.195
5.038176,0.0401,0.1602,-0.1040,0.195
5.058028,0.1145,0.2309,-0.1055,0.279
5.080628,0.0451,0.2168,-0.1136,0.249
5.115355,-0.0719,0.0131,-0.0495,0.088
5.140120,-0.1241,-0.1502,0.0733,0.208
5.158655,-0.0997,-0.0758,0.0883,0.153
5.178491,-0.1019,-0.0538,0.0177,0.117
5.192124,-0.0943,-0.1335,-0.1278,0.207
5.208509,-0.0532,-0.2047,-0.1553,0.262
5.234364,-0.0504,-0.1702,-0.1843,0.256
5.260885,-0.0016,0.0563,0.1310,0.143
5.274474,0.1212,-0.0366,0.1219,0.176
5.291421,0.1023,-0.0581,0.0572,0.131
5.307069,-0.0266,-0.0527,-0.1068,0.122
5.332892,-0.0576,0.0157,-0.2646,0.271
5.359276,-0.0120,0.0927,-0.1834,0.206
5.375552,-0.0575,-0.0222,0.0488,0.079
5.391058,-0.0645,-0.1129,0.1590,0.205
5.413669,-0.0260,-0.2095,0.1009,0.234
5.436499,-0.0237,-0.0796,-0.1291,0.154
5.449027,-0.0023,-0.0365,-0.2277,0.231
5.469732,0.0860,0.0285,-0.3707,0.382
5.498821,-0.0149,0.0573,-0.1773,0.187
5.521372,-0.0772,0.0243,-0.0214,0.084
5.532611,-0.0820,0.0101,-0.0079,0.083
5.552947,-0.0105,-0.0662,-0.0832,0.107
5.574114,0.0489,-0.0372,-0.1246,0.139
5.616482,-0.0329,0.0426,-0.0813,0.098
5.617665,-0.0329,0.0426,-0.0813,0.098
5.643679,0.0126,-0.1495,0.1126,0.188
5.656924,-0.0305,-0.1233,0.1139,0.171
5.676245,-0.0425,-0.0340,0.0915,0.106
5.712620,0.0416,-0.1000,0.1101,0.154
5.732743,-0.0061,-0.1108,0.1206,0.164
5.740145,-0.0061,-0.1108,0.1206,0.164
5.757582,-0.0514,-0.0901,0.0066,0.104
5.778459,-0.0369,-0.0282,-0.0508,0.069
5.813326,0.0114,0.0059,-0.0368,0.039
5.835575,0.0764,0.0373,0.0404,0.094
5.841322,0.0886,0.0233,0.0790,0.121
5.860479,0.0673,0.0044,0.1244,0.142
5.880787,-0.0185,0.0184,0.1784,0.180
5.913553,0.0539,-0.0169,0.0975,0.113
5.929472,0.0995,-0.0328,0.1078,0.150
5.941692,0.0471,-0.0866,0.1338,0.166
5.963372,-0.0461,-0.1354,0.0669,0.158
5.984082,-0.0219,-0.1035,-0.0082,0.106
6.011255,0.0141,0.0523,-0.0222,0.058
6.024762,0.0237,0.1217,-0.0913,0.154
6.044907,0.0164,0.1194,-0.0728,0.141
6.065189,0.0164,0.0286,-0.0841,0.090
6.086571,-0.0077,-0.0405,-0.0838,0.093
6.126003,-0.0052,-0.0248,0.0113,0.028
6.126826,-0.0052,-0.0248,0.0113,0.028
6.146671,-0.0147,-0.1293,0.0348,0.135
6.166827,0.0762,-0.1524,-0.0510,0.178
6.187363,0.0569,-0.0024,-0.0399,0.070
6.225290,-0.0387,-0.0560,-0.0024,0.068
6.237489,-0.0602,-0.0580,-0.0195,0.086
6.254001,-0.0145,-0.0594,0.0091,0.062
6.271727,0.0311,-0.0819,0.0386,0.096
6.289987,0.0287,-0.1073,0.0201,0.113
6.328363,0.0025,-0.1274,0.0182,0.129
6.337323,-0.0406,-0.0602,0.0428,0.084
6.353837,-0.0765,0.0838,0.0700,0.133
6.370619,-0.0382,0.0961,0.0349,0.109
6.391827,0.1008,-0.0964,-0.0491,0.148
6.425025,-0.0211,-0.0316,-0.0641,0.074
6.437044,-0.0497,-0.0162,-0.0675,0.085
6.453514,-0.0158,-0.0172,-0.0172,0.029
6.473693,0.0347,-0.0062,-0.0357,0.050
6.493578,0.0229,0.0599,-0.0552,0.085
6.514148,0.0039,0.0990,-0.0661,0.119
6.534609,-0.0032,0.0969,-0.0125,0.098
6.555798,0.0066,0.0714,0.0559,0.091
6.576550,-0.0053,0.0123,0.0862,0.087
6.608333,0.0068,-0.0452,0.0367,0.059
6.619633,-0.0268,-0.0144,-0.0094,0.032
6.637158,-0.0197,-0.0140,-0.0309,0.039
6.657685,0.0139,-0.0438,0.0203,0.050
6.678651,-0.0148,-0.0278,0.0613,0.069
6.710558,-0.0097,-0.0161,0.0930,0.095
6.737734,-0.0121,0.0164,-0.0298,0.036
6.753545,0.0141,0.0624,-0.0863,0.107
6.770036,0.0500,0.1707,-0.0804,0.195
6.785938,0.0332,0.1540,-0.0470,0.164
6.802916,0.0118,0.0399,0.0446,0.061
6.828762,-0.0742,0.0354,0.0800,0.115
6.860815,-0.0166,0.0142,0.0487,0.053
6.868852,0.0026,-0.0150,0.0399,0.043
6.885582,0.0362,-0.0345,0.0478,0.069
